voyageID,yearIn_num,voyage_duration,reason
AV11233,1857,0,nonpositive
AV11244,1850,0,nonpositive
AV11249,1845,0,nonpositive
AV11288,1849,0,nonpositive
AV11300,1815,0,nonpositive
AV11301,1822,0,nonpositive
AV11329,1863,0,nonpositive
AV11399,1892,0,nonpositive
AV11400,1893,0,nonpositive
AV11420,1849,0,nonpositive
AV11477,1866,0,nonpositive
AV11478,1866,0,nonpositive
AV11480,1867,0,nonpositive
AV11482,1868,0,nonpositive
AV11483,1870,0,nonpositive
AV11486,1871,0,nonpositive
AV11495,1876,0,nonpositive
AV11502,1879,0,nonpositive
AV11526,1816,0,nonpositive
AV11586,1839,0,nonpositive
AV11632,1840,0,nonpositive
AV11634,1841,0,nonpositive
AV11643,1839,0,nonpositive
AV11644,1840,0,nonpositive
AV11653,1833,0,nonpositive
AV11687,1869,0,nonpositive
AV11697,1867,0,nonpositive
AV11700,1866,0,nonpositive
AV11701,1867,0,nonpositive
AV11709,1830,0,nonpositive
AV11791,1834,0,nonpositive
AV11792,1835,0,nonpositive
AV11793,1835,0,nonpositive
AV11794,1836,0,nonpositive
AV11795,1857,0,nonpositive
AV11802,1844,0,nonpositive
AV11838,1823,0,nonpositive
AV11839,1820,0,nonpositive
AV11841,1822,0,nonpositive
AV11844,1826,0,nonpositive
AV11845,1828,0,nonpositive
AV11847,1836,0,nonpositive
AV11848,1837,0,nonpositive
AV11853,1850,0,nonpositive
AV11888,1822,0,nonpositive
AV11894,1812,0,nonpositive
AV11897,1815,0,nonpositive
AV11899,1816,0,nonpositive
AV11912,1816,0,nonpositive
AV11919,1823,0,nonpositive
AV11957,1865,0,nonpositive
AV11973,1851,0,nonpositive
AV11974,1852,0,nonpositive
AV11975,1853,0,nonpositive
AV11976,1834,0,nonpositive
AV11978,1836,0,nonpositive
AV11979,1837,0,nonpositive
AV11982,1838,0,nonpositive
AV11995,1879,0,nonpositive
AV12006,1866,0,nonpositive
AV12008,1868,0,nonpositive
AV12016,1870,0,nonpositive
AV12019,1875,0,nonpositive
AV12026,1883,0,nonpositive
AV12027,1884,0,nonpositive
AV12028,1885,0,nonpositive
AV12029,1886,0,nonpositive
AV12037,1832,0,nonpositive
AV12038,1833,0,nonpositive
AV12044,1882,0,nonpositive
AV12045,1849,0,nonpositive
AV12046,1850,0,nonpositive
AV12047,1851,0,nonpositive
AV12048,1851,0,nonpositive
AV12049,1852,0,nonpositive
AV12050,1853,0,nonpositive
AV12051,1853,0,nonpositive
AV12052,1856,0,nonpositive
AV12053,1857,0,nonpositive
AV12055,1858,0,nonpositive
AV12056,1859,0,nonpositive
AV12058,1860,0,nonpositive
AV12059,1861,0,nonpositive
AV12061,1863,0,nonpositive
AV12080,1868,0,nonpositive
AV12082,1862,0,nonpositive
AV12084,1863,0,nonpositive
AV12085,1863,0,nonpositive
AV12086,1864,0,nonpositive
AV12097,1882,0,nonpositive
AV12149,1827,0,nonpositive
AV12150,1827,0,nonpositive
AV12151,1827,0,nonpositive
AV12152,1827,0,nonpositive
AV12153,1827,0,nonpositive
AV12154,1827,0,nonpositive
AV12155,1827,0,nonpositive
AV12199,1855,0,nonpositive
AV12202,1841,0,nonpositive
AV12203,1887,0,nonpositive
AV12215,1828,0,nonpositive
AV12241,1893,0,nonpositive
AV12242,1894,0,nonpositive
AV12246,1834,0,nonpositive
AV12247,1834,0,nonpositive
AV12258,1856,0,nonpositive
AV12259,1858,0,nonpositive
AV12260,1859,0,nonpositive
AV12261,1860,0,nonpositive
AV12262,1861,0,nonpositive
AV12274,1855,0,nonpositive
AV12275,1856,0,nonpositive
AV12276,1856,0,nonpositive
AV12277,1857,0,nonpositive
AV12278,1858,0,nonpositive
AV12279,1859,0,nonpositive
AV12280,1859,0,nonpositive
AV12289,1828,0,nonpositive
AV12322,1844,0,nonpositive
AV12323,1845,0,nonpositive
AV12324,1846,0,nonpositive
AV12325,1844,0,nonpositive
AV12326,1845,0,nonpositive
AV12327,1846,0,nonpositive
AV12328,1847,0,nonpositive
AV12329,1848,0,nonpositive
AV12330,1849,0,nonpositive
AV12331,1850,0,nonpositive
AV12332,1851,0,nonpositive
AV12333,1851,0,nonpositive
AV12334,1852,0,nonpositive
AV12335,1853,0,nonpositive
AV12336,1854,0,nonpositive
AV12337,1855,0,nonpositive
AV12339,1857,0,nonpositive
AV12351,1837,0,nonpositive
AV12355,1862,0,nonpositive
AV12357,1865,0,nonpositive
AV12361,1869,0,nonpositive
AV12362,1870,0,nonpositive
AV12363,1871,0,nonpositive
AV12364,1872,0,nonpositive
AV12365,1873,0,nonpositive
AV12366,1874,0,nonpositive
AV12367,1875,0,nonpositive
AV12368,1876,0,nonpositive
AV12369,1877,0,nonpositive
AV12370,1878,0,nonpositive
AV12372,1879,0,nonpositive
AV12375,1881,0,nonpositive
AV12376,1882,0,nonpositive
AV12377,1883,0,nonpositive
AV12378,1884,0,nonpositive
AV12379,1885,0,nonpositive
AV12380,1886,0,nonpositive
AV12381,1887,0,nonpositive
AV12383,1889,0,nonpositive
AV12386,1892,0,nonpositive
AV12388,1894,0,nonpositive
AV12389,1894,0,nonpositive
AV12390,1895,0,nonpositive
AV12391,1896,0,nonpositive
AV12392,1897,0,nonpositive
AV12404,1849,0,nonpositive
AV12410,1831,0,nonpositive
AV12411,1833,0,nonpositive
AV12412,1833,0,nonpositive
AV12413,1838,0,nonpositive
AV12428,1870,0,nonpositive
AV12520,1881,0,nonpositive
AV12521,1884,0,nonpositive
AV12523,1886,0,nonpositive
AV12538,1888,0,nonpositive
AV12539,1889,0,nonpositive
AV12540,1890,0,nonpositive
AV12541,1891,0,nonpositive
AV12542,1892,0,nonpositive
AV12543,1893,0,nonpositive
AV12545,1896,0,nonpositive
AV12553,1863,0,nonpositive
AV12554,1864,0,nonpositive
AV12586,1831,0,nonpositive
AV12605,1881,0,nonpositive
AV12614,1859,0,nonpositive
AV12678,1851,0,nonpositive
AV12679,1852,0,nonpositive
AV12680,1833,0,nonpositive
AV12690,1852,0,nonpositive
AV12691,1853,0,nonpositive
AV12693,1854,0,nonpositive
AV12694,1855,0,nonpositive
AV12697,1858,0,nonpositive
AV12699,1859,0,nonpositive
AV12700,1860,0,nonpositive
AV12706,1858,0,nonpositive
AV12707,1858,0,nonpositive
AV12708,1858,0,nonpositive
AV12711,1859,0,nonpositive
AV12720,1838,0,nonpositive
AV12731,1816,0,nonpositive
AV12745,1815,0,nonpositive
AV12788,1861,0,nonpositive
AV12789,1861,0,nonpositive
AV12790,1861,0,nonpositive
AV12791,1861,0,nonpositive
AV12792,1861,0,nonpositive
AV12793,1846,0,nonpositive
AV12796,1849,0,nonpositive
AV12798,1850,0,nonpositive
AV12799,1851,0,nonpositive
AV12801,1855,0,nonpositive
AV12819,1886,0,nonpositive
AV12841,1852,0,nonpositive
AV12861,1864,0,nonpositive
AV12879,1878,0,nonpositive
AV12897,1865,0,nonpositive
AV12903,1872,0,nonpositive
AV12908,1878,0,nonpositive
AV12910,1879,0,nonpositive
AV12911,1880,0,nonpositive
AV12912,1881,0,nonpositive
AV12914,1883,0,nonpositive
AV12915,1885,0,nonpositive
AV12916,1886,0,nonpositive
AV12919,1853,0,nonpositive
AV12930,1841,0,nonpositive
AV12931,1841,0,nonpositive
AV12937,1843,0,nonpositive
AV12943,1825,0,nonpositive
AV12944,1825,0,nonpositive
AV12954,1889,0,nonpositive
AV12970,1869,0,nonpositive
AV12971,1870,0,nonpositive
AV12980,1860,0,nonpositive
AV12986,1853,0,nonpositive
AV12999,1878,0,nonpositive
AV13003,1881,0,nonpositive
AV13004,1882,0,nonpositive
AV13006,1884,0,nonpositive
AV13008,1885,0,nonpositive
AV13009,1886,0,nonpositive
AV13013,1889,0,nonpositive
AV13015,1891,0,nonpositive
AV13060,1858,0,nonpositive
AV13079,1891,0,nonpositive
AV13082,1893,0,nonpositive
AV13083,1851,0,nonpositive
AV13086,1856,0,nonpositive
AV13118,1841,0,nonpositive
AV13124,1854,0,nonpositive
AV13132,1842,0,nonpositive
AV13135,1822,0,nonpositive
AV13136,1853,0,nonpositive
AV13166,1849,0,nonpositive
AV13167,1850,0,nonpositive
AV13168,1851,0,nonpositive
AV13169,1852,0,nonpositive
AV13186,1893,0,nonpositive
AV13189,1833,0,nonpositive
AV13193,1855,0,nonpositive
AV13208,1844,0,nonpositive
AV13209,1844,0,nonpositive
AV13231,1864,0,nonpositive
AV13243,1844,0,nonpositive
AV13244,1883,0,nonpositive
AV13251,1822,0,nonpositive
AV13255,1829,0,nonpositive
AV13256,1829,0,nonpositive
AV13257,1830,0,nonpositive
AV13296,1850,0,nonpositive
AV13305,1847,0,nonpositive
AV13323,1860,0,nonpositive
AV13397,1883,0,nonpositive
AV13398,1884,0,nonpositive
AV13400,1885,0,nonpositive
AV13401,1886,0,nonpositive
AV13403,1888,0,nonpositive
AV13404,1889,0,nonpositive
AV13410,1892,0,nonpositive
AV13411,1893,0,nonpositive
AV13436,1815,0,nonpositive
AV13487,1843,0,nonpositive
AV13490,1856,0,nonpositive
AV13492,1844,0,nonpositive
AV13493,1845,0,nonpositive
AV13494,1853,0,nonpositive
AV13495,1816,0,nonpositive
AV13497,1815,0,nonpositive
AV13498,1815,0,nonpositive
AV13499,1815,0,nonpositive
AV13500,1816,0,nonpositive
AV13501,1816,0,nonpositive
AV13502,1817,0,nonpositive
AV13509,1811,0,nonpositive
AV13548,1863,0,nonpositive
AV13573,1878,0,nonpositive
AV13600,1863,0,nonpositive
AV13601,1864,0,nonpositive
AV13602,1865,0,nonpositive
AV13702,1888,0,nonpositive
AV13703,1889,0,nonpositive
AV13704,1890,0,nonpositive
AV13706,1891,0,nonpositive
AV13707,1892,0,nonpositive
AV13714,1815,0,nonpositive
AV13720,1845,0,nonpositive
AV13721,1846,0,nonpositive
AV13722,1846,0,nonpositive
AV13724,1838,0,nonpositive
AV13727,1840,0,nonpositive
AV13729,1863,0,nonpositive
AV13740,1836,0,nonpositive
AV13741,1826,0,nonpositive
AV13744,1839,0,nonpositive
AV13787,1846,0,nonpositive
AV13791,1812,0,nonpositive
AV13792,1822,0,nonpositive
AV13841,1880,0,nonpositive
AV13842,1881,0,nonpositive
AV13849,1865,0,nonpositive
AV13855,1845,0,nonpositive
AV13856,1848,0,nonpositive
AV13866,1831,0,nonpositive
AV13867,1833,0,nonpositive
AV13868,1834,0,nonpositive
AV13869,1836,0,nonpositive
AV13872,1832,0,nonpositive
AV13914,1884,0,nonpositive
AV13915,1885,0,nonpositive
AV13916,1886,0,nonpositive
AV13918,1888,0,nonpositive
AV13919,1889,0,nonpositive
AV13920,1890,0,nonpositive
AV13922,1892,0,nonpositive
AV13924,1893,0,nonpositive
AV13928,1896,0,nonpositive
AV13929,1897,0,nonpositive
AV13930,1898,0,nonpositive
AV13932,1899,0,nonpositive
AV13952,1815,0,nonpositive
AV13954,1865,0,nonpositive
AV13959,1869,0,nonpositive
AV13960,1870,0,nonpositive
AV13983,1828,0,nonpositive
AV13995,1844,0,nonpositive
AV14011,1821,0,nonpositive
AV14012,1822,0,nonpositive
AV14030,1866,0,nonpositive
AV14039,1854,0,nonpositive
AV14099,1835,0,nonpositive
AV14100,1835,0,nonpositive
AV14140,1881,0,nonpositive
AV14142,1837,0,nonpositive
AV14180,1844,0,nonpositive
AV14182,1845,0,nonpositive
AV14183,1845,0,nonpositive
AV14185,1846,0,nonpositive
AV14186,1847,0,nonpositive
AV14187,1847,0,nonpositive
AV14204,1843,0,nonpositive
AV14214,1839,0,nonpositive
AV14215,1839,0,nonpositive
AV14222,1845,0,nonpositive
AV14229,1866,0,nonpositive
AV14264,1815,0,nonpositive
AV14272,1865,0,nonpositive
AV14273,1865,0,nonpositive
AV14275,1872,0,nonpositive
AV14276,1873,0,nonpositive
AV14282,1881,0,nonpositive
AV14284,1883,0,nonpositive
AV14288,1850,0,nonpositive
AV14290,1852,0,nonpositive
AV14291,1853,0,nonpositive
AV14292,1853,0,nonpositive
AV14293,1854,0,nonpositive
AV14294,1855,0,nonpositive
AV14296,1856,0,nonpositive
AV14297,1856,0,nonpositive
AV14298,1857,0,nonpositive
AV14299,1862,0,nonpositive
AV14300,1863,0,nonpositive
AV14303,1865,0,nonpositive
AV14304,1866,0,nonpositive
AV14307,1871,0,nonpositive
AV14310,1877,0,nonpositive
AV14314,1823,0,nonpositive
AV14324,1821,0,nonpositive
AV14413,1843,0,nonpositive
AV14960,1816,0,nonpositive
AV14988,1820,0,nonpositive
AV15044,1823,0,nonpositive
AV15048,1838,0,nonpositive
AV15052,1841,0,nonpositive
AV15058,1856,0,nonpositive
AV15061,1859,0,nonpositive
AV15062,1860,0,nonpositive
AV15064,1861,0,nonpositive
AV15065,1863,0,nonpositive
AV15067,1865,0,nonpositive
AV15068,1866,0,nonpositive
AV15070,1867,0,nonpositive
AV15071,1868,0,nonpositive
AV15099,1860,0,nonpositive
AV15136,1822,0,nonpositive
AV15139,1830,0,nonpositive
AV15143,1821,0,nonpositive
AV15144,1850,0,nonpositive
AV15159,1823,0,nonpositive
AV15168,1879,0,nonpositive
AV15199,1862,0,nonpositive
AV15200,1850,0,nonpositive
AV15201,1851,0,nonpositive
AV15203,1852,0,nonpositive
AV15204,1853,0,nonpositive
AV15205,1854,0,nonpositive
AV15212,1862,0,nonpositive
AV15213,1863,0,nonpositive
AV15220,1874,0,nonpositive
AV15222,1876,0,nonpositive
AV15224,1879,0,nonpositive
AV15226,1881,0,nonpositive
AV15227,1882,0,nonpositive
AV15230,1856,0,nonpositive
AV15233,1861,0,nonpositive
AV15247,1853,0,nonpositive
AV15248,1854,0,nonpositive
AV15249,1858,0,nonpositive
AV15254,1850,0,nonpositive
AV15255,1851,0,nonpositive
AV15258,1854,0,nonpositive
AV15259,1855,0,nonpositive
AV15262,1858,0,nonpositive
AV15265,1862,0,nonpositive
AV15266,1863,0,nonpositive
AV15271,1850,0,nonpositive
AV15274,1853,0,nonpositive
AV15304,1888,0,nonpositive
AV15307,1891,0,nonpositive
AV15308,1892,0,nonpositive
AV15309,1893,0,nonpositive
AV15322,1834,0,nonpositive
AV15323,1834,0,nonpositive
AV15324,1834,0,nonpositive
AV15336,1812,0,nonpositive
AV15347,1841,0,nonpositive
AV15400,1867,0,nonpositive
AV15432,1861,0,nonpositive
AV15435,1865,0,nonpositive
AV15436,1866,0,nonpositive
AV15437,1867,0,nonpositive
AV15439,1869,0,nonpositive
AV15443,1833,0,nonpositive
AV15447,1856,0,nonpositive
AV15473,1860,0,nonpositive
AV15474,1861,0,nonpositive
AV15475,1862,0,nonpositive
AV15477,1883,0,nonpositive
AV15482,1825,0,nonpositive
AV15488,1845,0,nonpositive
AV15495,1841,0,nonpositive
AV15498,1836,0,nonpositive
AV15499,1836,0,nonpositive
AV15502,1838,0,nonpositive
AV15507,1827,0,nonpositive
AV15534,1885,0,nonpositive
AV15535,1886,0,nonpositive
AV15537,1888,0,nonpositive
AV15538,1889,0,nonpositive
AV15539,1889,0,nonpositive
AV15540,1890,0,nonpositive
AV15541,1891,0,nonpositive
AV15542,1892,0,nonpositive
AV15543,1893,0,nonpositive
AV15544,1894,0,nonpositive
AV15545,1895,0,nonpositive
AV15546,1896,0,nonpositive
AV15547,1897,0,nonpositive
AV15549,1898,0,nonpositive
AV15550,1899,0,nonpositive
AV15561,1817,0,nonpositive
AV15575,1841,0,nonpositive
AV15585,1838,0,nonpositive
AV15590,1818,0,nonpositive
AV15591,1820,0,nonpositive
AV15595,1857,0,nonpositive
AV15611,1896,0,nonpositive
AV15612,1897,0,nonpositive
AV15613,1898,0,nonpositive
AV15614,1899,0,nonpositive
AV15640,1890,0,nonpositive
AV15641,1891,0,nonpositive
AV15642,1892,0,nonpositive
AV15643,1893,0,nonpositive
AV15656,1855,0,nonpositive
AV15660,1841,0,nonpositive
AV15661,1842,0,nonpositive
AV15680,1853,0,nonpositive
AV15681,1853,0,nonpositive
AV15682,1853,0,nonpositive
AV15683,1853,0,nonpositive
AV15685,1854,0,nonpositive
AV15687,1856,0,nonpositive
AV15688,1856,0,nonpositive
AV15703,1858,0,nonpositive
AV15745,1863,0,nonpositive
AV15747,1866,0,nonpositive
AV15748,1867,0,nonpositive
AV15749,1868,0,nonpositive
AV15750,1869,0,nonpositive
AV15751,1870,0,nonpositive
AV15752,1871,0,nonpositive
AV15754,1874,0,nonpositive
AV15756,1876,0,nonpositive
AV15772,1867,0,nonpositive
AV15789,1850,0,nonpositive
AV15801,1866,0,nonpositive
AV15802,1867,0,nonpositive
AV15803,1868,0,nonpositive
AV15816,1827,0,nonpositive
AV15831,1844,0,nonpositive
AV15838,1830,0,nonpositive
AV15862,1840,0,nonpositive
AV15884,1867,0,nonpositive
AV15892,1885,0,nonpositive
AV15893,1886,0,nonpositive
AV15894,1887,0,nonpositive
AV15930,1841,0,nonpositive
AV16779,1867,0,nonpositive
AV16781,1866,0,nonpositive
AV16782,1865,0,nonpositive
AV16784,1864,0,nonpositive
AV16785,1870,0,nonpositive
AV16786,1854,0,nonpositive
AV16788,1881,0,nonpositive
AV16798,1815,0,nonpositive
AV16800,1878,0,nonpositive
AV16818,1821,0,nonpositive
AV16819,1821,0,nonpositive
AV16821,1850,0,nonpositive
AV16823,1818,0,nonpositive
AV16825,1821,0,nonpositive
AV16834,1857,0,nonpositive
AV16837,1821,0,nonpositive
AV16861,1816,0,nonpositive
AV16941,1860,0,nonpositive
AV16943,1879,0,nonpositive
AV16947,1854,0,nonpositive
AV16951,1856,0,nonpositive
AV16957,1857,0,nonpositive
AV16958,1858,0,nonpositive
AV16959,1859,0,nonpositive
AV16960,1830,0,nonpositive
AV16961,1863,0,nonpositive
AV16963,1864,0,nonpositive
AV16965,1865,0,nonpositive
AV16970,1861,0,nonpositive
AV16977,1865,0,nonpositive
AV16984,1870,0,nonpositive
AV16989,1859,0,nonpositive
AV16990,1857,0,nonpositive
AV16991,1855,0,nonpositive
AV16994,1858,0,nonpositive
AV16995,1856,0,nonpositive
AV16996,1857,0,nonpositive
AV16998,1855,0,nonpositive
AV16999,1856,0,nonpositive
AV17000,1857,0,nonpositive
AV17001,1858,0,nonpositive
AV17003,1856,0,nonpositive
AV17009,1855,0,nonpositive
AV17014,1859,0,nonpositive
AV17018,1876,0,nonpositive
AV17019,1876,0,nonpositive
AV17022,1858,0,nonpositive
AV17023,1859,0,nonpositive
AV17024,1859,0,nonpositive
AV17025,1835,0,nonpositive
AV17030,1883,0,nonpositive
AV17078,1861,0,nonpositive
AV17082,1889,0,nonpositive
AV17087,1878,0,nonpositive
AV17088,1879,0,nonpositive
AV17097,1844,0,nonpositive
AV17136,1880,0,nonpositive
AV17137,1824,0,nonpositive
AV17139,1812,0,nonpositive
AV17143,1815,0,nonpositive
AV17159,1853,0,nonpositive
AV17161,1854,0,nonpositive
AV17168,1848,0,nonpositive
AV17206,1855,0,nonpositive
AV17275,1853,0,nonpositive
AV19302,1824,0,nonpositive
AV19382,1887,0,nonpositive
AV19731,1810,0,nonpositive
AV19855,1844,0,nonpositive
AV19856,1835,0,nonpositive
